p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene_symbol	sample_id	avg_norm_exp
81012_1.CD3G	1.1141832290265e-13	-0.860368714007281	0.036	0.278	3.7541289718819e-09	CD3G	81012_1	0.0360824742268041
81012_1.LRPAP1	1.13501074349418e-13	0.662172292060058	0.376	0.174	3.82430519912928e-09	LRPAP1	81012_1	0.54639175257732
81012_1.PMVK	1.14599632365245e-13	0.560690385684462	0.268	0.099	3.86132001291456e-09	PMVK	81012_1	0.355670103092784
81012_1.STK17B	1.16915574429364e-13	-0.892162039034589	0.108	0.37	3.93935336482298e-09	STK17B	81012_1	0.118556701030928
81012_1.CBWD3	1.18846531036854e-13	0.359358064185198	0.175	0.048	4.00441501675577e-09	CBWD3	81012_1	0.221649484536082
81012_1.MRPL20	1.24748604058474e-13	0.699475095614055	0.464	0.249	4.20327946514623e-09	MRPL20	81012_1	0.711340206185567
81012_1.PTK2B	1.4613968165723e-13	0.878212525255174	0.273	0.102	4.92403043375872e-09	PTK2B	81012_1	0.381443298969072
81012_1.LINC00152	1.49587684763817e-13	-1.3262896045116	0.392	0.175	5.04020745043205e-09	LINC00152	81012_1	0.551546391752577
81012_1.OAZ1	1.59556948809211e-13	-18.4648963017429	0.881	0.712	5.37611183317757e-09	OAZ1	81012_1	3.60309278350515
81012_1.CFLAR	1.70685365193668e-13	0.91156541387287	0.448	0.237	5.75107269483546e-09	CFLAR	81012_1	0.768041237113402
81012_1.TMEM167A	1.76777604712391e-13	0.546285145590668	0.418	0.194	5.9563446131793e-09	TMEM167A	81012_1	0.592783505154639
81012_1.NDUFS8	1.81267614144241e-13	0.43890181329676	0.433	0.216	6.10763099097607e-09	NDUFS8	81012_1	0.56701030927835
81012_1.SURF1	1.86603486811623e-13	0.250465856036529	0.206	0.063	6.28741788463083e-09	SURF1	81012_1	0.22680412371134
81012_1.ARFGAP3	2.11934204666864e-13	0.308823864590053	0.165	0.044	7.1409110920453e-09	ARFGAP3	81012_1	0.195876288659794
81012_1.ANAPC11	2.12804242442162e-13	0.666760345309862	0.464	0.247	7.17022614484619e-09	ANAPC11	81012_1	0.706185567010309
81012_1.MT-ND5	2.21645767258057e-13	5.90211482775445	0.753	0.748	7.46813248199297e-09	MT-ND5	81012_1	4.14432989690722
81012_1.NANS	2.2188664131546e-13	0.391261068663648	0.237	0.081	7.47624849248312e-09	NANS	81012_1	0.283505154639175
81012_1.MRPS12	2.28185795201555e-13	0.393009722320068	0.304	0.121	7.68849218352119e-09	MRPS12	81012_1	0.371134020618557
81012_1.SNU13	2.64495816726795e-13	1.05652187037247	0.562	0.342	8.91192204879265e-09	SNU13	81012_1	0.948453608247423
81012_1.MPG	3.65047485581731e-13	0.366653278449519	0.284	0.109	1.22999099791908e-08	MPG	81012_1	0.345360824742268
81012_1.RPS12	4.9528607859915e-13	-71.4643610128527	0.995	0.998	1.66881691323198e-08	RPS12	81012_1	16.979381443299
81012_1.NAP1L1	4.97055840840635e-13	-10.097584818631	0.407	0.655	1.67477995012844e-08	NAP1L1	81012_1	0.670103092783505
81012_1.YIPF3	6.18139594126102e-13	0.318918636351337	0.237	0.082	2.08275954844849e-08	YIPF3	81012_1	0.268041237113402
81012_1.HLA-DPB1	7.69809659793498e-13	-57.0529523144868	0.062	0.301	2.59379666770821e-08	HLA-DPB1	81012_1	0.0721649484536082
81012_1.LINC00861	8.05331331372888e-13	-0.704902923425573	0.036	0.267	2.71348338792781e-08	LINC00861	81012_1	0.0360824742268041
81012_1.H2AFZ	8.65822846187557e-13	-1.8481203367887	0.613	0.41	2.91730349794436e-08	H2AFZ	81012_1	1.32989690721649
81012_1.ATP5J	9.19777614017716e-13	0.755156783185203	0.557	0.343	3.09909869267129e-08	ATP5J	81012_1	0.938144329896907
81012_1.ALG3	9.45102492968632e-13	0.303096718176329	0.17	0.048	3.18442833980851e-08	ALG3	81012_1	0.201030927835052
81012_1.COPZ1	9.57773416880723e-13	0.609313928799974	0.284	0.113	3.22712175083791e-08	COPZ1	81012_1	0.391752577319588
81012_1.RBM8A	1.01141078895496e-12	1.08383159954764	0.448	0.239	3.40784751230484e-08	RBM8A	81012_1	0.680412371134021
81012_1.TRBC2	1.12737207216587e-12	-2.74454320019435	0.057	0.294	3.79856745995567e-08	TRBC2	81012_1	0.0670103092783505
81012_1.GPSM3	1.22407953661891e-12	-1.07439567442238	0.273	0.54	4.12441359068376e-08	GPSM3	81012_1	0.376288659793814
81012_1.CASC4	1.22705955045e-12	0.329032363086993	0.196	0.061	4.13445444928623e-08	CASC4	81012_1	0.231958762886598
81012_1.GLO1	1.48519525620839e-12	0.605515714313228	0.258	0.099	5.00421689626855e-08	GLO1	81012_1	0.355670103092784
81012_1.CDK4	1.61925938370892e-12	0.25270481642971	0.16	0.043	5.45593256746883e-08	CDK4	81012_1	0.175257731958763
81012_1.LAMTOR2	1.66468534949168e-12	0.717414021676795	0.418	0.207	5.60899081657725e-08	LAMTOR2	81012_1	0.603092783505155
81012_1.HAX1	1.70138446773331e-12	0.765146363276216	0.387	0.189	5.73264482558061e-08	HAX1	81012_1	0.556701030927835
81012_1.TMBIM4	1.72883135999763e-12	0.861504884184954	0.521	0.307	5.82512438437603e-08	TMBIM4	81012_1	0.881443298969072
81012_1.NDUFAF4	1.77681207950804e-12	0.448302203669468	0.175	0.051	5.9867906206944e-08	NDUFAF4	81012_1	0.221649484536082
81012_1.USMG5	1.97187660753376e-12	1.90851152385919	0.634	0.434	6.64404104142425e-08	USMG5	81012_1	1.32989690721649
81012_1.PSME2	1.98173617904181e-12	0.632768788695392	0.433	0.225	6.67726188166347e-08	PSME2	81012_1	0.608247422680412
81012_1.IFITM3	2.44271123314243e-12	-12.2492969149868	0.119	0.36	8.2304712289501e-08	IFITM3	81012_1	0.139175257731959
81012_1.SERF2	3.04115181100825e-12	-7.15896506698595	0.923	0.895	1.02468569120112e-07	SERF2	81012_1	5.93298969072165
81012_1.MORF4L2	3.06860589610924e-12	0.369014875356872	0.294	0.12	1.03393607063505e-07	MORF4L2	81012_1	0.355670103092784
81012_1.SEC31A	3.15145813386474e-12	0.545305406922296	0.253	0.097	1.06185230362438e-07	SEC31A	81012_1	0.345360824742268
81012_1.LRRC59	3.25609169096232e-12	0.678090516201837	0.17	0.049	1.09710753435284e-07	LRRC59	81012_1	0.216494845360825
81012_1.RPS15A	3.46611102084044e-12	-41.5184360232809	0.995	1	1.16787144736198e-07	RPS15A	81012_1	15.7216494845361
81012_1.ARL6IP5	3.54183506992656e-12	-0.619815438854327	0.237	0.492	1.19338590846105e-07	ARL6IP5	81012_1	0.314432989690722
81012_1.B4GALT3	3.72939918995574e-12	0.290210157881924	0.155	0.042	1.25658376306369e-07	B4GALT3	81012_1	0.190721649484536
81012_1.VIM	4.10071841550045e-12	9.39358469591414	0.711	0.462	1.38169606291872e-07	VIM	81012_1	2.48969072164948
81012_1.AIDA	4.7853203975956e-12	0.337477663529806	0.201	0.066	1.61236585476586e-07	AIDA	81012_1	0.242268041237113
81012_1.BOLA3	5.10117250827115e-12	0.31532509929877	0.175	0.052	1.71878906493688e-07	BOLA3	81012_1	0.201030927835052
81012_1.MRPS16	5.19669344290101e-12	0.660415605396352	0.268	0.107	1.75097388865107e-07	MRPS16	81012_1	0.376288659793814
81012_1.TYROBP	5.7612428567809e-12	-23.0872541961368	0.237	0.439	1.94119316816376e-07	TYROBP	81012_1	0.438144329896907
81012_1.TMEM179B	7.43248175102451e-12	0.425172994139194	0.268	0.108	2.5043004011902e-07	TMEM179B	81012_1	0.345360824742268
81012_1.NDUFC2	7.62894254547027e-12	0.575742120696067	0.433	0.229	2.57049590127075e-07	NDUFC2	81012_1	0.603092783505155
81012_1.RARRES3	7.71853683181563e-12	-0.838366408929056	0.077	0.311	2.60068380011196e-07	RARRES3	81012_1	0.0927835051546392
81012_1.HMGB2	7.9365495426248e-12	-24.7863503771496	0.222	0.465	2.674141002892e-07	HMGB2	81012_1	0.283505154639175
81012_1.RER1	8.74636184882304e-12	0.507350276585003	0.32	0.142	2.94699916134244e-07	RER1	81012_1	0.43298969072165
81012_1.SUMF2	9.33413857121079e-12	0.677019481636872	0.371	0.183	3.14504465018376e-07	SUMF2	81012_1	0.536082474226804
81012_1.ATP5A1	1.01111818548518e-11	0.42298459140709	0.552	0.345	3.40686161417375e-07	ATP5A1	81012_1	0.948453608247423
81012_1.CD7	1.05042493427664e-11	-1.59468860960089	0.093	0.325	3.53930177355172e-07	CD7	81012_1	0.118556701030928
81012_1.IFT27	1.11194794875022e-11	0.255185992539368	0.144	0.038	3.74659741851898e-07	IFT27	81012_1	0.164948453608247
81012_1.SLC39A7	1.15610507734979e-11	0.381191632677024	0.155	0.043	3.89538044762239e-07	SLC39A7	81012_1	0.180412371134021
81012_1.PLD3	1.19933758627994e-11	0.460100966915496	0.284	0.117	4.04104806321163e-07	PLD3	81012_1	0.376288659793814
81012_1.GOLGB1	1.28051660598327e-11	0.54114597631269	0.222	0.079	4.31457265220003e-07	GOLGB1	81012_1	0.288659793814433
81012_1.SLC38A10	1.35411053169035e-11	0.315224592201796	0.17	0.051	4.56254002547748e-07	SLC38A10	81012_1	0.206185567010309
81012_1.UBL5	1.40048384276176e-11	0.827022209720934	0.727	0.574	4.71879025980149e-07	UBL5	81012_1	1.76288659793814
81012_1.ZNF593	1.56247040247625e-11	0.250610030647896	0.191	0.062	5.26458777410346e-07	ZNF593	81012_1	0.216494845360825
81012_1.NDUFB3	1.67474449787395e-11	0.682754929167934	0.392	0.2	5.64288411113649e-07	NDUFB3	81012_1	0.582474226804124
81012_1.PET100	1.68147439910726e-11	1.48474057269888	0.552	0.356	5.665559840352e-07	PET100	81012_1	0.958762886597938
81012_1.NDUFAF2	1.7369128809495e-11	0.552324657773564	0.216	0.078	5.85235426107124e-07	NDUFAF2	81012_1	0.298969072164948
81012_1.CD27	1.74885381584828e-11	-0.633637032251084	0.026	0.234	5.89258804711919e-07	CD27	81012_1	0.0309278350515464
81012_1.ERP29	1.98886436455986e-11	0.892337271902487	0.696	0.521	6.70127958994799e-07	ERP29	81012_1	1.45876288659794
81012_1.SND1	1.99664995283633e-11	0.303230953911562	0.191	0.062	6.72751235108674e-07	SND1	81012_1	0.22680412371134
81012_1.NDUFA11	2.23557379262049e-11	1.15855879140871	0.629	0.434	7.53254233685548e-07	NDUFA11	81012_1	1.21649484536082
81012_1.HSD17B10	2.35285438395897e-11	0.521382593295624	0.284	0.119	7.92770756131136e-07	HSD17B10	81012_1	0.355670103092784
81012_1.YAF2	2.38632686537013e-11	0.339343874002055	0.242	0.091	8.04048974017811e-07	YAF2	81012_1	0.283505154639175
81012_1.POMP	3.78501205066982e-11	0.488064700290491	0.521	0.325	1.27532196035269e-06	POMP	81012_1	0.907216494845361
81012_1.HSPE1	3.83523743131923e-11	2.11849178970886	0.428	0.245	1.2922449001087e-06	HSPE1	81012_1	0.788659793814433
81012_1.DDIT3	3.85166356091429e-11	0.283250090377538	0.103	0.022	1.29777952021446e-06	DDIT3	81012_1	0.128865979381443
81012_1.CCR7	4.0982323404321e-11	-0.595615375872567	0.021	0.22	1.38085840478519e-06	CCR7	81012_1	0.0257731958762887
81012_1.TM9SF2	4.15110606597376e-11	0.733123086776095	0.258	0.104	1.3986736778692e-06	TM9SF2	81012_1	0.345360824742268
81012_1.MRPS14	4.36040710879791e-11	0.308273644915793	0.216	0.078	1.46919557123837e-06	MRPS14	81012_1	0.252577319587629
81012_1.ACO2	4.40073812783768e-11	0.345316772076869	0.17	0.053	1.48278470479363e-06	ACO2	81012_1	0.216494845360825
81012_1.TMED4	4.40597636985082e-11	0.497843358847992	0.309	0.141	1.48454967805754e-06	TMED4	81012_1	0.417525773195876
81012_1.PSMB6	4.45781755455888e-11	0.596324851030068	0.351	0.175	1.50201704683307e-06	PSMB6	81012_1	0.515463917525773
81012_1.UBC	4.55306955185457e-11	5.80150375461657	0.814	0.697	1.53411125480188e-06	UBC	81012_1	2.60309278350515
81012_1.RPS5	4.59871054255469e-11	5.40812833446034	0.995	0.953	1.54948953020838e-06	RPS5	81012_1	10.6185567010309
81012_1.IKZF1	4.72961810710924e-11	-0.531147771074717	0.082	0.305	1.59359752500939e-06	IKZF1	81012_1	0.0927835051546392
81012_1.CYCS	5.56231109388063e-11	0.480535758094568	0.407	0.223	1.87416509997214e-06	CYCS	81012_1	0.61340206185567
81012_1.APOL6	5.74441172213114e-11	0.288983205367276	0.18	0.059	1.93552208565487e-06	APOL6	81012_1	0.216494845360825
81012_1.PRKD2	6.5579191574132e-11	0.631666060457741	0.139	0.038	2.2096252808988e-06	PRKD2	81012_1	0.164948453608247
81012_1.THUMPD3-AS1	7.35447264320243e-11	0.883680009823102	0.325	0.156	2.47801601240063e-06	THUMPD3-AS1	81012_1	0.484536082474227
81012_1.YARS	7.84758597221569e-11	0.263061368635695	0.139	0.038	2.64416561747836e-06	YARS	81012_1	0.164948453608247
81012_1.PHKG1	8.1659983415719e-11	0.356127462213651	0.175	0.057	2.75145148120923e-06	PHKG1	81012_1	0.22680412371134
81012_1.ARRB2	8.39097322265038e-11	-0.773537906222031	0.041	0.247	2.82725451763982e-06	ARRB2	81012_1	0.0515463917525773
81012_1.CD79B	8.91476370357663e-11	-1.66345704596577	0.201	0.069	3.00374048228311e-06	CD79B	81012_1	0.22680412371134
81012_1.IFITM2	9.35372405143003e-11	-1.27933164439583	0.278	0.509	3.15164378188883e-06	IFITM2	81012_1	0.381443298969072
81012_1.COX17	1.07764595869611e-10	1.00182084829387	0.418	0.235	3.63102029323069e-06	COX17	81012_1	0.675257731958763
81012_1.ATG4C	1.10035438460952e-10	0.256626763421919	0.149	0.044	3.70753406350333e-06	ATG4C	81012_1	0.170103092783505
81012_1.RPL22	1.17165271912056e-10	-20.3327666144074	0.876	0.963	3.94776667180483e-06	RPL22	81012_1	4.44845360824742
81012_1.GMFG	1.21033581518852e-10	-4.93061152353505	0.469	0.668	4.07810549569619e-06	GMFG	81012_1	0.701030927835051
81012_1.CMSS1	1.27540746233277e-10	0.503505589064466	0.16	0.049	4.29735790358405e-06	CMSS1	81012_1	0.221649484536082
81012_1.UQCC2	1.297741713682e-10	0.292572233526969	0.237	0.092	4.37261093008011e-06	UQCC2	81012_1	0.27319587628866
81012_1.TMEM109	1.46443607549496e-10	0.433504223178629	0.149	0.044	4.93427091277273e-06	TMEM109	81012_1	0.190721649484536
81012_1.CD247	1.4777914927898e-10	-0.609115114087974	0.026	0.218	4.97927065580594e-06	CD247	81012_1	0.0257731958762887
81012_1.FABP5	1.7053834632995e-10	0.584741695672942	0.144	0.042	5.74611904124135e-06	FABP5	81012_1	0.195876288659794
81012_1.GIMAP1	1.92801663246906e-10	-0.456655718315646	0.021	0.209	6.49625924144124e-06	GIMAP1	81012_1	0.0206185567010309
81012_1.RPS6	1.97198802235869e-10	-80.1378476765373	0.995	0.998	6.64441644253536e-06	RPS6	81012_1	14.8144329896907
81012_1.ARHGAP15	2.0416866066397e-10	-0.44894891399679	0.021	0.208	6.8792588524118e-06	ARHGAP15	81012_1	0.0206185567010309
81012_1.TOMM5	2.16666496029851e-10	0.47253692336934	0.304	0.141	7.30036091722981e-06	TOMM5	81012_1	0.407216494845361
81012_1.LBH	2.17227072679808e-10	-0.524197744102927	0.026	0.217	7.31924898687344e-06	LBH	81012_1	0.0309278350515464
81012_1.MRPL36	2.21789976341455e-10	0.323878998217473	0.201	0.072	7.47299146284899e-06	MRPL36	81012_1	0.231958762886598
81012_1.CKLF	2.32147684429771e-10	3.083020442236	0.459	0.268	7.82198407917669e-06	CKLF	81012_1	0.798969072164949
81012_1.COPB2	2.38234312175401e-10	0.272644833465547	0.17	0.056	8.02706691443795e-06	COPB2	81012_1	0.206185567010309
81012_1.CD69	2.52017485811297e-10	-1.72076999614462	0.052	0.251	8.49147716692583e-06	CD69	81012_1	0.0567010309278351
81012_1.RPL38	3.00335259842257e-10	-12.4647405910224	0.943	0.99	1.0119496245125e-05	RPL38	81012_1	7.29896907216495
81012_1.TXK	3.15451196439156e-10	-0.491484883241817	0.015	0.199	1.06288126128209e-05	TXK	81012_1	0.0206185567010309
81012_1.SERINC5	3.56188668909102e-10	-0.479001831191875	0.031	0.221	1.20014210102233e-05	SERINC5	81012_1	0.0360824742268041
81012_1.DDT	3.56886522598307e-10	1.06994677039911	0.505	0.315	1.20249344924274e-05	DDT	81012_1	0.850515463917526
81012_1.STT3B	3.71937594122495e-10	0.389972928805429	0.253	0.107	1.25320652963633e-05	STT3B	81012_1	0.324742268041237
81012_1.CITED2	3.82208238891543e-10	0.838746496346531	0.149	0.046	1.28781244012116e-05	CITED2	81012_1	0.237113402061856
81012_1.PSMB1	3.83836570388901e-10	0.790017532690758	0.526	0.341	1.29329894026836e-05	PSMB1	81012_1	0.850515463917526
81012_1.OCIAD1	3.85091751881756e-10	0.671545212229412	0.418	0.228	1.29752814879039e-05	OCIAD1	81012_1	0.577319587628866
81012_1.RAB2A	3.95476881149609e-10	0.380771884972647	0.299	0.137	1.33251980334549e-05	RAB2A	81012_1	0.371134020618557
81012_1.HAGH	4.02447803857961e-10	0.309369469107426	0.196	0.071	1.35600763031901e-05	HAGH	81012_1	0.242268041237113
81012_1.MPC2	4.12445485057791e-10	0.294610122773439	0.253	0.105	1.38969381735372e-05	MPC2	81012_1	0.283505154639175
81012_1.TCF7	4.18920099724051e-10	-0.522846260280873	0.052	0.248	1.41150938401022e-05	TCF7	81012_1	0.0567010309278351
81012_1.TMEM230	4.27479052123572e-10	0.963878313894496	0.495	0.301	1.44034791822516e-05	TMEM230	81012_1	0.757731958762887
81012_1.SLC30A5	4.30451576691949e-10	0.255224704842032	0.113	0.029	1.45036354250585e-05	SLC30A5	81012_1	0.139175257731959
81012_1.SRP72	4.45050939874209e-10	0.592279377497073	0.351	0.177	1.49955463681216e-05	SRP72	81012_1	0.494845360824742
81012_1.RPL22L1	5.27109329770335e-10	0.430724916231489	0.371	0.196	1.77604217572817e-05	RPL22L1	81012_1	0.556701030927835
81012_1.UCP2	5.33406647579485e-10	-0.57827929571704	0.108	0.324	1.79726035835432e-05	UCP2	81012_1	0.139175257731959
81012_1.RPL11	6.1803432881981e-10	-33.4462687607356	1	0.999	2.08240486752547e-05	RPL11	81012_1	13.3350515463918
81012_1.NDUFAB1	6.74511274537157e-10	0.625615301246544	0.34	0.169	2.2726982884255e-05	NDUFAB1	81012_1	0.45360824742268
81012_1.MRPS21	7.10794515074165e-10	2.14316075532612	0.536	0.361	2.39495103909089e-05	MRPS21	81012_1	1.02061855670103
81012_1.CTSW	7.29949759266448e-10	-2.3801994770612	0.062	0.254	2.45949271887237e-05	CTSW	81012_1	0.0618556701030928
81012_1.SEC13	7.53417278613262e-10	0.340512682728231	0.196	0.073	2.53856417855953e-05	SEC13	81012_1	0.242268041237113
81012_1.APH1A	7.73097322418515e-10	0.306199722709377	0.289	0.13	2.60487411815694e-05	APH1A	81012_1	0.335051546391753
81012_1.HLA-DRB1	8.13466513261382e-10	-38.8243627316651	0.093	0.284	2.7408940697829e-05	HLA-DRB1	81012_1	0.11340206185567
81012_1.PLAC8	9.21072111115e-10	-0.622238973506207	0.088	0.29	3.10346037119088e-05	PLAC8	81012_1	0.0979381443298969
81012_1.BCAP31	1.0246439732292e-09	0.416025366040228	0.351	0.177	3.45243540339848e-05	BCAP31	81012_1	0.45360824742268
81012_1.CNIH1	1.05796784780157e-09	0.484049356567393	0.381	0.205	3.5647168663826e-05	CNIH1	81012_1	0.520618556701031
81012_1.RPL9	1.10738967600277e-09	-12.4448799774729	0.964	0.989	3.73123877432372e-05	RPL9	81012_1	8.15979381443299
81012_1.TM9SF3	1.17550741857944e-09	0.317289791360754	0.201	0.076	3.96075469616157e-05	TM9SF3	81012_1	0.231958762886598
81012_1.CDK5RAP3	1.2967690087251e-09	0.37235087496033	0.278	0.126	4.36933349799835e-05	CDK5RAP3	81012_1	0.335051546391753
81012_1.EEF2	1.31910801000334e-09	3.40795754420629	0.871	0.778	4.44460252890525e-05	EEF2	81012_1	3.1340206185567
81012_1.ZBP1	1.3352522783269e-09	0.354168489652752	0.16	0.053	4.49899902659464e-05	ZBP1	81012_1	0.206185567010309
81012_1.LST1	1.64354023277846e-09	-11.197348407437	0.113	0.3	5.53774446032374e-05	LST1	81012_1	0.134020618556701
81012_1.LGALS3	1.64768235779824e-09	-0.283031606832255	0.237	0.099	5.55170093636538e-05	LGALS3	81012_1	0.335051546391753
81012_1.MIR4435-2HG	1.69342547787525e-09	-0.311317182535017	0.289	0.132	5.70582780515287e-05	MIR4435-2HG	81012_1	0.422680412371134
81012_1.RPL32	1.93329019771394e-09	-46.6001679173962	0.99	0.998	6.51402799217734e-05	RPL32	81012_1	18.8556701030928
81012_1.MRPS33	1.94512046585306e-09	0.576204898528798	0.304	0.145	6.55388889764531e-05	MRPS33	81012_1	0.417525773195876
81012_1.RPL13A	1.9493997409455e-09	-27.4647649563518	0.985	0.999	6.56830748714176e-05	RPL13A	81012_1	19.1907216494845
81012_1.SEC11A	2.00629358510661e-09	1.03366416229508	0.536	0.345	6.76000560565822e-05	SEC11A	81012_1	1.04123711340206
81012_1.BCL11B	2.11182100535878e-09	-0.389875321381604	0.01	0.176	7.11556969545588e-05	BCL11B	81012_1	0.0103092783505155
81012_1.RPS2	2.15369468220319e-09	-19.538979519708	0.948	0.964	7.25665886221542e-05	RPS2	81012_1	5.4639175257732
81012_1.FCN1	2.23216734851322e-09	-24.948290632189	0.098	0.278	7.52106466408046e-05	FCN1	81012_1	0.11340206185567
81012_1.SH3GLB1	2.24537865403088e-09	0.280274547336729	0.263	0.115	7.56557883689164e-05	SH3GLB1	81012_1	0.314432989690722
81012_1.RPL35	2.2639529044781e-09	-7.30677974090703	0.995	0.991	7.62816291634852e-05	RPL35	81012_1	14.4329896907216
81012_1.RNF181	2.38231814613269e-09	0.41384786509069	0.397	0.22	8.0269827615795e-05	RNF181	81012_1	0.56701030927835
81012_1.LEF1	2.5000532577659e-09	-0.485596679518399	0.026	0.2	8.42367944671641e-05	LEF1	81012_1	0.0309278350515464
81012_1.IER3IP1	2.51919677787233e-09	0.554809326987875	0.309	0.152	8.48818162336303e-05	IER3IP1	81012_1	0.407216494845361
81012_1.KLRB1	2.89474716627843e-09	-37.3953668294806	0.052	0.229	9.75356110205854e-05	KLRB1	81012_1	0.0927835051546392
81012_1.VCP	3.26497170252692e-09	0.392520844241609	0.191	0.072	0.000110009956544942	VCP	81012_1	0.247422680412371
81012_1.DSTN	3.51246748248231e-09	1.12986800470319	0.381	0.21	0.000118349079354759	DSTN	81012_1	0.556701030927835
81012_1.HLA-DRA	3.65360487796335e-09	-77.7265907219952	0.113	0.293	0.000123104562758097	HLA-DRA	81012_1	0.149484536082474
81012_1.IFNAR1	3.85631464986012e-09	0.261812847252759	0.201	0.078	0.000129934665812387	IFNAR1	81012_1	0.237113402061856
81012_1.HSPA9	3.91251089301632e-09	0.396940131408162	0.268	0.123	0.000131828142029292	HSPA9	81012_1	0.335051546391753
81012_1.TMEM134	3.91311678251829e-09	0.253970926927979	0.222	0.09	0.000131848556870171	TMEM134	81012_1	0.242268041237113
81012_1.SAT1	4.12846158077742e-09	-10.8205087945339	0.216	0.407	0.000139104384502714	SAT1	81012_1	0.329896907216495
81012_1.RNASE6	4.48833242876931e-09	-2.64379107932594	0.041	0.214	0.000151229872854953	RNASE6	81012_1	0.0463917525773196
81012_1.S100A10	4.53222755584292e-09	-12.7452922956165	0.325	0.488	0.000152708875266571	S100A10	81012_1	0.43298969072165
81012_1.FTL	4.59118908326693e-09	-99.1611233185068	0.99	0.969	0.000154695524971596	FTL	81012_1	13.9432989690722
81012_1.ALKBH7	4.59858326201725e-09	0.533150429123356	0.397	0.221	0.000154944664430409	ALKBH7	81012_1	0.551546391752577
81012_1.CSTA	4.66171988022418e-09	-4.32494992178876	0.046	0.221	0.000157071989644274	CSTA	81012_1	0.077319587628866
81012_1.HLA-DPA1	4.71733605310238e-09	-66.0632019779709	0.031	0.201	0.000158945920973232	HLA-DPA1	81012_1	0.0412371134020619
81012_1.VCAN	4.7948762876272e-09	-11.8938699900843	0.082	0.26	0.000161558561635311	VCAN	81012_1	0.118556701030928
81012_1.GLIPR1	5.04304325155354e-09	-1.03694306288681	0.057	0.236	0.000169920299317845	GLIPR1	81012_1	0.0670103092783505
81012_1.RASGRP2	5.26820695548886e-09	-0.398460446863908	0.015	0.177	0.000177506965158242	RASGRP2	81012_1	0.0154639175257732
81012_1.FNBP1	5.33801541360591e-09	-0.396091698814487	0.046	0.224	0.000179859091346038	FNBP1	81012_1	0.0515463917525773
81012_1.SERPINB1	5.98806046171243e-09	-2.90807976601105	0.113	0.299	0.000201761709196938	SERPINB1	81012_1	0.11340206185567
81012_1.NDUFB10	6.04701034426471e-09	0.659678382170291	0.474	0.296	0.000203747966539655	NDUFB10	81012_1	0.72680412371134
81012_1.SORL1	6.21152743451199e-09	-0.356738200079439	0.026	0.192	0.000209291205378447	SORL1	81012_1	0.0257731958762887
81012_1.EDEM3	6.5254928392078e-09	0.275395139011621	0.149	0.05	0.000219869955724268	EDEM3	81012_1	0.185567010309278
81012_1.FAM136A	6.79063929840791e-09	0.26568571440015	0.17	0.061	0.000228803800520556	FAM136A	81012_1	0.195876288659794
81012_1.ATP5G2	7.47872439114376e-09	-2.17912157551203	0.84	0.724	0.000251988139635198	ATP5G2	81012_1	2.5979381443299
81012_1.NHP2	7.50477392597045e-09	0.289303892486971	0.335	0.17	0.000252865852661648	NHP2	81012_1	0.402061855670103
81012_1.TEX264	8.01411599612568e-09	0.302272622238428	0.253	0.114	0.000270027624373459	TEX264	81012_1	0.304123711340206
81012_1.POLR2I	8.55036000573678e-09	0.739434041471315	0.366	0.21	0.000288095830033295	POLR2I	81012_1	0.56701030927835
81012_1.NDUFS5	8.67330231111111e-09	-1.54753719524973	0.696	0.537	0.000292238248070578	NDUFS5	81012_1	1.36082474226804
81012_1.HLA-E	9.84667692973028e-09	-2.46145173938237	0.665	0.858	0.000331773932470332	HLA-E	81012_1	1.73711340206186
81012_1.STK4	9.93994229260853e-09	-0.443674482972354	0.191	0.401	0.000334916415607152	STK4	81012_1	0.237113402061856
81012_1.PSMA5	1.03820082151563e-08	0.40804756641689	0.278	0.131	0.000349811384801475	PSMA5	81012_1	0.345360824742268
81012_1.RPS13	1.04614610988416e-08	-15.07901746948	0.954	0.987	0.000352488470264369	RPS13	81012_1	7.84020618556701
81012_1.PAICS	1.05080350023106e-08	0.349088612868285	0.124	0.038	0.000354057731367854	PAICS	81012_1	0.170103092783505
81012_1.DRAP1	1.06789765465686e-08	0.35476347222814	0.397	0.225	0.000359817435760082	DRAP1	81012_1	0.520618556701031
81012_1.CLEC2B	1.08013206347139e-08	-0.39604120663994	0.015	0.172	0.000363939697466051	CLEC2B	81012_1	0.0154639175257732
81012_1.MYL12B	1.26414561986496e-08	-0.981984654244193	0.309	0.505	0.0004259412251573	MYL12B	81012_1	0.391752577319588
81012_1.MS4A6A	1.30949655157037e-08	-11.8626752350267	0.062	0.232	0.00044122176808612	MS4A6A	81012_1	0.0824742268041237
81012_1.HIST1H2AC	1.33076535149924e-08	-40.3145484062916	0.227	0.096	0.000448388077534155	HIST1H2AC	81012_1	0.288659793814433
81012_1.JUN	1.50721494757018e-08	2.68209533759384	0.16	0.058	0.000507841004434296	JUN	81012_1	0.257731958762887
81012_1.AES	1.74598480057623e-08	-0.697847629399338	0.119	0.305	0.000588292118706155	AES	81012_1	0.128865979381443
81012_1.GIMAP2	1.74966673908783e-08	-0.437399491016511	0.062	0.235	0.000589532711068252	GIMAP2	81012_1	0.0618556701030928
